User Name,Rating,Comment,Date
Tut Hartuti Yuliati Wigatiningsih,1,Indonesia has banned TikTok LIVE amidst the Jakarta protest,2025-08-31 05:46:03
hendro nurcahya,2,too complicated,2025-08-31 05:27:28
Ahmad Firdaus,1,ribet upload barang buat jualan. aplikasi sebelumnya lancar2 aj kalo upload jualan. disini ribet.,2025-08-31 05:05:53
boma r danu,1,"jelek, penggunaan susah, potongan ga ngotak parah sih asli.",2025-08-31 01:18:09
Felix Natanael,1,Pemaksaan seller cuma bisa kirim via J&T dimana lokasi saya jauh ke gerai. Terpaksa tutup toko saja daripada cancel order terus. Kapan balikin fitur ganti kurir???? Semoga ada saingan lain ya kalian,2025-08-30 22:51:39
Roxanne Reyes,5,Excellent app,2025-08-30 22:38:09
Měi Lín,1,Gabisa live bujang enam lah,2025-08-30 18:02:01
MR92,1,"Jelek, ribet ga praktis sejak digabung toped sama tiktok. Jauh lebih enak waktu toped sendirian aplikasinya",2025-08-30 07:40:37
super men1589,1,penjual aja dibuat ribet sama pengaturan pengiriman paket!!!,2025-08-30 06:03:52
Mas Joglang,5,ok ok,2025-08-30 05:52:48
Juandito Sugiyanto,1,"KOMISI PLATFORM, KOMISI DINAMIS, BIAYA PEMROSESAN. UDAH GILA TRANSAKSI 3000 DIPOTONG JADI 25000",2025-08-30 04:26:52
Rudy Sutanto,5,Best marketplace ever,2025-08-30 04:03:59
jonathan chandra,5,ok cuma customer service untuk expedisi susah kasih solusi,2025-08-30 03:48:20
Nicah Edzhlama,5,Very convenient for me as an online seller.,2025-08-30 03:12:02
Wahyu Saputra,1,"Mau edit harga produk via hp pun susah,sering error. Siap-siap tokopedia hancur seperti olx dan bukalapak",2025-08-30 02:09:02
Detri Setyo,1,"Aplikasi seller center paling ga jelas, rusak, kalau belum siap migrasi ga usah dulu deh, banyak bug n error, verifikasi puzzle aja ga bisa, otomatis ga bisa edit dari HP, ga semua seller punya pc juga, CS kebanyakan ai nanya kemana jawan kemana, chat agent ga menyelesaikan masalah, oper2an, tiket mulu tapi ga kelar2, beresin dulu baru launching. Ga pernah saya lihat aplikasi e commerce kaya gini ancur nya. Kalo bisa bintang setengah, 1 masih kebagusan.",2025-08-29 22:02:34
Anne,5,Easy to use so far. I'm new to the platform,2025-08-29 20:04:48
S Kunarathnam,5,good,2025-08-29 14:16:37
Devina Adriani,1,pengiriman instan cm bisa cetak resi dari jam 8-4 sore. Saya ga peduli kurir ngambil di rumah saya jam brp. Tapi gara2 gbs cetak resi ini saya jadi ga bisa melakukan kegiatan lain. Konyol banget. Tolong dikembalikan ke sistem tokopedia yang lama bisa cetak resi jam berapapun. Jadi penjual ga cuma bisa cetak resi jam 8-4 sore.,2025-08-29 11:45:43
andy christanto,3,tag pesanan sering blank. tidak bisa edit produk. berkali kali report tidak ada perubahan.,2025-08-29 07:43:43
yogy farin,1,ribet,2025-08-29 05:45:20
Andre Signature,1,"Pecairan dana ribet, tidak seperti aplikasi sebelumnya yang bisa cepat melakukan pencairan...",2025-08-29 05:14:11
Jefrianto Muliana,1,not friendly user. shopee much more easier to use,2025-08-29 04:26:48
yuniar widodo,5,best marketplace apps,2025-08-29 03:39:48
Nabil Rahdiga,1,very bad compared to tokopedia seller,2025-08-29 03:18:37
feri Denmas,1,"JANGAN SEENAKNYA MASUKIN PROGRAM PROMO KE PENJUAL SECARA OTOMATIS !!!! POTONGAN UDAH BANYAK, NAMBAH-NAMBAHIN SAJA !!!!",2025-08-29 02:37:56
dewi peach,1,"saya ga suka aplikasi tiktok karena lebih fokus ke ekspedisi JNT. yang counternya makin dikit dan jauh jauh, pelayanan JNT sendiri kurang bagus. sameday aja ga di pick up sama kurir. aplikasi tiktok ga jelas. ga bisa penjual itu memilih ekspedisi sendiri",2025-08-29 02:36:28
Mad Malaysia,3,"kenapa tak letak semua dlm aplikasi ni, kenapa masih perlu log in ke web",2025-08-29 02:19:13
Enhans Tanriawan,3,terlalu rumit. proses pindah dr tokopedia ke tiktok,2025-08-29 00:24:27
Irene Soria,1,disappointed!! sobrang OA mag bihay ng violation sa mga seller..!!!,2025-08-28 13:57:53
Cessa Yudha,1,"parah id ktp udah kepake sm seller lain, anehnya tidak diusut mendalam, sudah jelas akun saya akun lama, mau integrasi gagal terus. mendingan ga usah jualan ditoped ini deh.",2025-08-28 13:33:07
Fared,3,terlalu banyak konfirmasi untuk melakukan edit,2025-08-28 11:11:58
Bry Fahrizal,1,DOWNGRADE!!! CHAT PEMBELI GK MASUK!! KEMBALIKAN TOKOPEDIA YG DULU!!!,2025-08-28 11:03:51
john Stephen,1,"aplikasi macam apa ini? Saldo hasil jualan ntah mau lihat di mana. Penjual mau tarik duit dibikin susah, gak seperti tokopedia dulu.",2025-08-28 08:58:12
Nicholas Wuryanto,1,"Aplikasi paling menyedihkan, kasian Tokopedia persiapan bangkrut aja kalo gini. User interface jelek sekali, loading lama, tidak bisa memilih penyedia jasa ekspedisi. Pencarian dana ga jelas. Trus maksa pake Tiktod, orang ga mau punya Tiktod kok maksa. Kembalikan Tokped jaman dulu.",2025-08-28 08:56:02
FATIHAH ZAKARIA,5,why the function not same like before? i can't print my waybill,2025-08-28 06:30:39
ardhean maedha,2,lama penarikan dana dari pesanan selesai terlalu lama,2025-08-28 03:44:02
zoonature,5,"easy to use for selling our product, increasing sales and easy to withdraw money and fast.",2025-08-28 03:37:29
Ong Amy Yuliana,1,after the new upgrade I can't print receipt...??I press print document several times but nothing happened,2025-08-28 03:23:49
Chotimah Atul,1,"potongan adm besaaar banget, kalau mau tarik wd sedangkan toko di non aktifkan saldo tidak bisa ditarik Emang KOCAK ini aplikasi merugikan penjual tidak rekomen buat dipake",2025-08-28 03:03:18
光です!,1,sucks,2025-08-28 02:49:41
Kody Kellis,1,"customer service is trash, I lost over $1000 on my first show because of an error they couldn't fix. But, you live you learn...I guess. Just make sure you dont make any mistakes and pay attention to everything, because even if you provide everything they ask, they will not refund you.",2025-08-27 20:12:26
blue koala,5,"easy to use, 5 star is a must",2025-08-27 16:28:41
Huong Ho,3,không copy được chữ trong app,2025-08-27 16:12:12
ตู่ ดอนตะโก,1,ไม่อัพเดทคำสั่งซื้อ แก้ราคา สต๊อก ไม่ได้ แก้ไขสินค้าอะไรไม่ได้เลย,2025-08-27 06:26:02
BURRAI MOTOSHOP Carbon terdekat,1,"setelah digabung antara toped sama tiktok seller bikin pusing, pencairan nya lama bertele2, dulu toped hanya 2x24jam sekarang saya harus nunggu 7x24jam, sedangkan shopee stabil maksimal 3x24jam, cs juga kadang ga terlalu bisa membantu, jawaban hanya template tidak memberi solusi, KECEWA👎",2025-08-27 05:08:33
Teena collection,5,the best aplkasi suka,2025-08-27 03:57:56
zainury anwar,1,"2hari ini gk bisa update stock, edit produk dan menu lainnya... kenapa niiih 27Agust25. sudah update masih gk bisa edit produk..",2025-08-27 03:56:04
Willy,1,"dipersulit buat merging karena dibilang ""Terdapat indikasi modifikasi pada gambar tanda pengenal. Mohon kirimkan salinan tanda pengenal yang asli dan valid."" Padahal pake KTP yg asli & valid, mau foto atau scan selalu ditolak. Ini orang bodoh macam apa yang kerjanya kyk begini? pantes TiktokShop mau runtuh, udah rakus, pelit, dipersulit pula cepet cepet bangkrut ya. Buat pekerja lokal mending resign, ini orang taiwan barat kerjanya emang nyusahin orang.",2025-08-27 02:58:47
music violet,1,Potongan besar dan pencairan dana lamaaaaa. pikir dan persiapkan mental sebelum jualan di lapak ini,2025-08-27 02:52:10
Topson,1,"ini app emang dirancang untuk nipu penjual, gak ada transparansi, dia tau org indonesia mayoritas pakai smartphone, dia set semua tentang duit by pc ga bisa lwt app, lu gak bisa cek saldo dan narik duit di app, iklan berbayar otomatis nyala, gak bisa dicek di app, gak ada customer service, gak bisa komplain , rupanya begini cara nyari duit ala tiktok",2025-08-27 01:21:37
Andreas Kitanto,3,"Sangat lambat, sering freeze",2025-08-27 01:08:56
Dimas Catrapala,1,makin susah jualan barang di tokopedia.,2025-08-27 00:57:38
Stefaan Arman,1,"ribet woi, saldo hasil penjualan ga jelas kemana, ga ada kontak person, potongan saldo gede banget, bye bye tokopedia tiktok seller 🙌 uninstall",2025-08-27 00:18:21
Arnol Aquatic,1,"collaboration paling bodoh yang dibuat tokopedia, dari 2015-2024 nyaman banget pake tokped mulai dari belanja dan jualan, tiba tiba merger sama tiktok dan jadi kocak. - Tarik dana diproses 3-5 hari (gila di tokped dlu bisa instant) - Potongan makin tolol ga ngotak (lu yg bikin diskon knp seller yg tanggung) - Gabisa live tracking gojek (klo aplikasi lu masih beta gausah di publish tolol) - Muncul notif tutor aplikasi gajelas (sumpah ganggu) - Wallet atau dompet ga keliatan mending bubar dah",2025-08-26 17:29:43
Mikhael Agus,1,yang bener aja akun ke log out sendiri kalau gk dibuka berapa lama. chat pembeli gk kebaca krn gk msk notif ataupun email. sampah. aplikasi ecommerce macam apa yg behaviornya begini. benerin sekarang jg.,2025-08-26 16:41:46
Citius Camera,1,"POTONGAN TINGGI, TAPI SUDAH 2 MINGGU PEMBAYARAN TIDAK BISA DICAIRKAN, STATUS FIKTIF , PEMBELI TIDAK TERIMA BARANG , REFUND TIDAK JELAS CS TIDAK ADA RESPON !!! WASPADA !!!",2025-08-26 15:53:01
Dicembre Ventisette,1,"aplikasi sampah, cs nya ga bisa kerja sama sekali, setiap kali menghubungi live agent, selalu diberikan janji2 palsu, akan dicek dan disuruh nunggu, ujung2nya ga ada solusi, emang aplikasi t41...",2025-08-26 12:44:50
Ajikage48,1,CS lambat,2025-08-26 11:03:18
Evan Nugroho,1,"Hati-hati bagi yang ingin menggunakan aplikasi ini, saya sudah berjualan sekitar 3 tahun lebih menggunakan Tokopedia. Sejak integrasi dengan TikTok layanan pelanggan menjafi sangat jelek. Baru kali ini saya merasakan barang saya dihilangkan oleh Tokopedia atau kurir tanpa adanya ganti rugi. Sudah saya buat 3 tiket dalam jangka waktu 1 bulan masalah tetap tidak terselesaikan dan barang saya diganti barang lain yang lebih murah. Melalui kejadian ini saya rugi 145k dari Tokopedia.",2025-08-26 09:31:26
Rey mv,1,"RIBET ,BRING BACK TOKPED SELLER",2025-08-26 05:36:37
james bond,1,"butut, masih lebih bagus aplikasi dan pelayanan tokped sebelumnya.",2025-08-26 03:03:31
Ikkubarru Nokubuku,1,Thankyou for the last 10 years of service 🙂 this is a goodbye from me.,2025-08-25 22:59:19
Zamzam Atsaury,1,"Tidak akan pernah jualan di aplikasi ini lagi. Potongan sangat besar, user interface belibet, ngga bisa narik uang langsung setelah pembeli selesaikan pesanan.",2025-08-25 22:53:42
Faisal Sualoon,1,"APLIKASI TOLOL BANYAK BUG, MAU HAPUS ALAMAT GUDANG AJA GAK BISA MAU DI DALAM APLIKASI ATAUPUN DI WEB, AMPAS BENER NIH APLIKASI MASIH BANYAK BUG MALAH DIRILIS, BELUM LAGI PENACAIRAN DANA NUNGGU SAMPE 5 HARI DITAMBAH POTONGAN YANG GAK NGOTAK, BENER"" NIH TIKTOK NGERUSAK TOKOPEDIA, ORANG"" YG LAMA JUALAN DITOKPED BANYAK KASUS DANANYA DI TAHAN SEMENJAK ADA NIH TIKTOK TOLOL, JANGAN ADA YANG MAU JUALAN LAGI DEH DISINI NANTI BAKALAN NYESEL ! MENDING JUALAN DI TOKO KUNING DARIPADA TIKTOK TOLOL INI",2025-08-25 20:00:47
Leo Khiev,4,good,2025-08-25 18:23:22
reza iransah,1,"super buruk, menu ads tidak user friendly, terlalu banyak options. kebijakan upload produk yg super ketat, cara ini itu cara yang digunakan bl*bl* 10thn lalu, dan ditinggalkan krn tdk berguna. Untuk apa disatukan, jangan mengulang kasus seperti kaskus dulu, mencoba dengan memaksa user utk menjadi marketplace, jatuh dengan sendirinya. ingat yg dibutuhkan bukan hanya pembeli, tp penjual, pembeli dan penyedia itu semua saling membutuhkan, bukan dengan memaksa salah satu utk membahagiakan yang lain.",2025-08-25 17:32:40
Rio Pratama,1,"aplikasi dibuat untuk habisin UMKM paket saya tolong di kembalikan ada 29 resi maling yg sangat terstruktur dari mulai kurir, aplikasi expedisi dan aplikasi seller center bisa bisanya paket retur tidak dikembalikan ke seller, di sistem statusny sudah di terima seller tanpa ada bukti penerima komplain ke costumer servis malah suruh cari sendiri ke agen..",2025-08-25 16:28:54
Aldy Pranatha,1,"Tiba tiba ada dynamic commission yang termasuk gede buat seller kecil, padahal sebelumnya tidak ada. Memang sejak gabung sama TikTok jadi jelek banget Tokopedia. UI dan UX nya tidak ada perkembangan dari awal sampai sekarang, padahal aplikasi Tokopedia seller yg dulu jauh lebih bagus dari ini.",2025-08-25 13:53:13
Fairuz,1,"apasih ni aplikasi seller makin gk jelas, saldo penjualan menunya hilang, tidak ada kejelasan kapan cairnya bahkan ketika pembeli sudah menyelesaikan pesanan. kadang pesanan penjualan muncul tiba² hilang, makin ribet banget dan gk jelas",2025-08-25 10:17:27
aryandy liman,1,aplikasi sampah ga ada obatnya,2025-08-25 08:52:17
Cassie Delovino,1,Always giving out violations,2025-08-25 08:48:58
MONEY MAGNET,1,"DAGANG dari baik2x aja di TOKPEDIA,integrasi malah makin MENCRET,IKLAN pun kalian atur2x bukannya mempermudah malah MEMPERSULIT,KEBIJAKAN yg kalian buat pun merugikan SELLER",2025-08-25 06:46:00
Arif Handy,1,membingungkan,2025-08-25 05:49:01
Margie Saavedra,5,I love TikTok shop seller center,2025-08-25 01:53:26
PR,1,"UI nya parah, tokopedia seller lebih rapih, ramah untuk pemula. Menu pesanan mohon default filter nya ""semua"", sehingga semua status muncul, sekarang buka menunya malah menunggu pengambilan jadinya dikira gak ada yang pesan",2025-08-24 14:46:19
Giandri Nugroho,1,"Parah banget emang seller app nya. bikin pusing. suka ga muncul list pesanan. banyak yang ga bisa dilakukan di mobile app, jd harus buka desktop. payah banget. Trus fitur2 baru bukannya makin simple malah bikin tambah ribet. ga jelas.",2025-08-24 10:04:29
Lydia Henry Chong,5,boleh jadi mata pencarian golongan SAHM kat rumah,2025-08-24 09:05:00
Khun Kyawkyaw,5,good,2025-08-24 08:58:56
eKart,1,"Waste of Time no traffic, no trust, no seller support",2025-08-24 08:46:08
Septian Fdc,1,Earnings disbursement time is too long,2025-08-24 07:48:22
Freedom Gunpla,1,buruk aplikasi ampas,2025-08-24 07:48:04
SATRIA ANANG EFYANDRO,1,"sumpah jelek, fitur tokopedia seller jauh lebih bagus dan lebih nyaman, kontak support, tarik uang hasil jualan bisa dari handphone, aplikasi sampah ini semua harus pake PC, itu juga kalo order cancel di aplikasi tidak nongol susah banget dicari menu nya. Edit: tambahan lagi ini aplikasi untuk seller tapi mau lihat saldo penjualan saja tidak bisa, emang bodoh ux nya",2025-08-24 06:11:55
Heru Budianto,1,"sumpah nih aplikasi ribet banget, mau lihat dan pantau daftar pesanan aja ngga Nemu ada di mana. jauh lebih bagus aplikasi Tokopedia seller yg lama. UI jelek, banyak informasi yg ngga dibutuhkan yg malah bikin ribet. Informasi utama yg dibutuhkan malah susah banget diaksesnya.",2025-08-24 04:28:13
George Alvino Putra Saddam,1,"sangat lemot, notifikasi orderan sdh ada tp kadang tdk langsung muncul, jeda nunggu jg lama, beda banget pas dgn Tokopedia Seller. tampilan jg kurang nyaman, selain itu tidak bisa narik saldo jika buka dr hp",2025-08-24 02:49:29
Dwi Harmadji,1,"berat, ribet, potongannya besar, mending Tokopedia yang lama",2025-08-23 23:50:11
Guy Smiley,1,NOT A PLACE FOR SERIOUS SELLERS. I ENDED MY ITEMS AND CLOSED MY STORE. They kept ending my lapel pins saying they are badges and are prohibited. Some appeals I win some I lose. VERY ARBITRARY DEPENDING ON WHO REVIEWS THE APPEAL. HOW ABOUT YOU ALL GET ON THE SAME PAGE OVER THERE ??,2025-08-23 23:32:22
Ms Tiffie,5,"I am new at this, and it was easy to set up!! I love it. Pray that I am approved so i can sell products.💕 😊✨️",2025-08-23 18:48:37
Jaq Vad'aq (Embek),1,"pas di cek di tokopedia, munculnya jadi toko baru. lah toko kita yang lama kok gak ada postingannya? terus kemarin integrasi akun tokopedia ke tiktok buat apa? KOCAK!! jadi ketularan rusak sistemnya tokopedia kayak tiktok.",2025-08-23 17:22:10
Don Rio,1,makin kesini pelayanan makin payah,2025-08-23 11:15:05
- dipta,1,"more complicated, difficult to operate and many bugs. do something about it",2025-08-23 11:04:21
Rafi (Rafi),1,bahasa indonesianya kayak terjemahan kadang sulit dipahami kadang bikin salah paham. uinya ribet pusing ga natural rasanya. kadang satu case masalah gatau uda clear apa belum informasinya kurang jelas pengalaman yang buruk,2025-08-23 09:59:39
Agni Fauzullah,1,"User experience sampah! Fitur banyak yg di downgrade, mau cairin uang hasil jualan aja gaada menu nya di aplikasi, notif penyelesaian pesanaan gaada, notif chat dri buyer suka telat. Biaya adm udh mau 10% Kayanya sengaja dibunuh perlahan sama tiktod biar tokped bangkrut.",2025-08-23 09:47:27
Abednego Dimas,1,"mau jual barang koleksi pribadi aja repot. pake verifikasi KTP n selfie. ogah de, daripada data bocor malah disalahgunakan 🙂🙂",2025-08-23 08:08:51
suhartono sutrisno,2,sulit pakai banget,2025-08-23 07:53:04
Kevin,1,"Teruntuk Tiktok , terutama bagian team bagian IT dan development Aplikasi Tiktok Shop. (4/10/24 sy komplain Bug Sampai sekarang tidak beres , malah makin BUG , mau print BUG, mau balas chat customer BUG, Mau tracing retur cod BUG , mau proses pengembalian BUG , sebenarnya Kalian itu test apa ngga sih ? disini kita bayar kalian dgn admin besar lho)",2025-08-23 06:31:59
Min Nanda,5,good,2025-08-23 06:31:13
Allina Arale,1,aplikasinya jauh dibandingkan tokped seller,2025-08-23 05:12:40
Mohammad Zakaria Yusri,1,Tokopedia seller better,2025-08-23 03:55:33
Robert Leek,1,"Inventory is loaded in the seller center but won't sync to TikTok. In TikTok, it is showing out of stock and is not searchable. There's support, but they are very slow....days before they will respond. When they do respond, they ask for more information. There's no information to give! TikTok shop and the linked account aren't syncing. That's the information. They asked for pictures to show proof that the seller center is showing inventory and TikTok is showing out of stock. No response",2025-08-23 03:51:13
Tauvik eDY TJ,4,ok,2025-08-23 03:36:52
Leonardo P,1,confusing + making indonesias slaves,2025-08-23 03:25:23
Aldo Khalid,2,UI/UX nya jelek banget. kembalikan tokopedia kami yang dulu!!,2025-08-23 03:20:07
Mezzi Bebo,1,"Ribet Bangettt masak mau withdraw harus ke aplikasi Tokopedia seller pas dibuka harus diarahin balik ke Tokopedia & TikTok seller pas mau withdraw adanya pilihan bank doang,udah gtu lamaaa bangettttt prosesnya Pesanan udah diselesaikan oleh buyer sampe ganti hari belum masuk saldonya di Tokopedia app,udah gtu kok transaksi di Tokopedia app 0 padahal udah terjual udah selesai,Ayolah Tokopedia buat yang enak buat penjual kalo gini gaheran kalo bangkrut.",2025-08-23 01:21:58
A Esoh Abdullah,2,"this app sucks - operated by AI, very difficult to talk or chat with human",2025-08-23 00:41:00
DUNIA MOEBOE,1,"Penjual tidak bisa memilih kurir di TikTok shop, kurir J&T tidak Pernah pick up. bahkan pernah fake status, paket tidak di pick up, tapi status nya sudah di pick up. Dan jg kurir J&T tidak mau pick up kalau order kurang dari 500 pcs sebulan. sedangkan di system TikTok ada pilihan pick up. J&T harus di penalty karena tidak mempick up Dan fake status",2025-08-22 22:59:19
Adib Sulthon Muammal,1,g guna,2025-08-22 11:56:35
Md Younus,5,good service,2025-08-22 10:59:17
Gusdi Chung,1,can not the pictures detail when buyer order.,2025-08-22 10:34:20
egha bunbun,1,"parah sieh potongannya,, kasih harga 175k masuk ke saldo cuma 140k. parah setelah gabung jualan banyakan ruginya.",2025-08-22 08:43:23
william kisman,1,"Bodoh amat, app Tokopedia sudah okay ngapain paksa orang migrate kalau app nya itu gak ready dan downgrade sekali. Blunder sekali. Mau hemat biaya daripada maintain 2 aplikasi?? Jd hrs migrate tiktok ke tokopedia aja bukan sebaliknya. Kebodohan app ini : Gak ada fitur withdraw ke bank, hrs ke pc/browser Chatting an yg masuk gak bisa lihat kalau sudah ada agen yg jawab. Sok banget buat fitur yg gak guna ini, bikin saja semua orang bisa lihat, gak perlu hanya org yg lagi layanan bisa lihat.",2025-08-22 08:35:33
Dian,1,"Ini yang buat aplikasi apa ga lihat Cetakan Labelnya kacau, fontnya kecil banget. terutama untuk pengiriman instant.",2025-08-22 06:37:04
Kurniawan I,3,Tidak user friendly seperti sebelumnya. Buka chat aplikasi juga sangat lambat,2025-08-22 03:33:47
My Channel,3,too complicated. not user friendly,2025-08-22 03:06:21
Oshea Dzulkifli,1,"JUALAN DI SINI UDAH POTONGAN KE PENJUAL GEDE BANGET, PEMBELI SEENAKNYA NGAJUKAN RETUR PADAHAL UDAH SESUAI, TIKTOK NYA JUGA MAIN ACC OTOMATIS AJA. APA APAAN. BIKIN CAPE DOANG. 1X 2X MASIH OKE.. INI TERUS""AN.. PEMBELI ABAL ABAL KAYA GITU GIMANA NYUSAHIN PENJUAL COD COD PAKET GA DI TERIMA. PAKET SAMPE SEENAKNYA BISA D RETUR.. GAJE!!",2025-08-22 02:44:40
Leonardus Hansen,1,"sangat tidak membantu, masih banyak error di sana sinj di paksakan semua untuk migrate, sampah banget aplikasi ini. makin di upgrade makin kek sampah mau print detailsny saja ga bisa harus print ulang dengan tidak ad rincian packingan barang ny. blok",2025-08-22 01:58:50
Dee Arts,1,jelek ribet,2025-08-22 01:16:16
Jemes Corilla,5,very useful,2025-08-22 00:33:24
sir wowser,1,"laggy, slow, not intuitive, cant even see my finished orders, bad cs, keep giving me courier that i already turn off on my app",2025-08-22 00:15:35
Lazellnet Labs,1,"app yang belum siap tapi dipaksakan, lebih enak app tokopedia seller yang lama",2025-08-21 23:35:00
Muji Syukur,1,aplikasi gak jelas. bikin ribet.,2025-08-21 23:34:46
Hikari Kurniawan,1,"barang sudah dikirim tapi status pengiriman belum berubah sampai akhirnya barang kecancel otomatis tapi barangnya sudah dikirim , customer service nya juga tidak membantu",2025-08-21 16:27:28
Janan Textile,1,new update is awful sellers are struggling with printing new feature,2025-08-21 15:01:12
Pilot Brian (Brye),5,great app,2025-08-21 14:27:23
kimsvge,2,"BRO I CANT EVEN WITHDRAW MY OWN MONEY , AND THE CUSTOMER SERVICE IS SO BAD ,ONLY BOT RESPONSES",2025-08-21 13:50:19
Agusta Melindo Perkasa,1,back to tokopedia store better,2025-08-21 12:59:44
Artist 9999 (NadiaZ.art),2,Can't start selling:-( The W-9 form doesn't work! The customer service is not helpful 😔,2025-08-21 11:44:44
Michael Davin,1,Tidak ada opsi utk seleksi atau memilih kurir pengiriman yang diinginkan harus semua kurir. Padahal ada kurir yg jauh bgt dari lokasi tp harus tetep kesitu. Fee utk seller yg tinggi sekali juga. Tidak ada etalase produk juga. Bagaimana ini??,2025-08-21 08:28:26
Dwi Rahmad Kendroastanto,1,"1. semenjak gabung ke tiktok jadi mahal adminnya sampe hampir 20% , hadeh 2. fitur2 tidak sesimpel dan semudah tokped sebelum gabung tiktok, bikin seller bingung",2025-08-21 06:24:11
Irlan Aldhiansyah,1,"Tinggalin Tokopedia, badjingan.. harga barang 255, terima bersih 210?.",2025-08-21 02:25:17
evander alfa bahana,1,"Aplikasi sampah, banyak lagnya , banyak bug nya, not user friendly, even for sellers make it worry due to lag and bug for no any clear notification for our products , À",2025-08-21 02:02:19
VampYRRHA Coll.,1,aplikasi sampah. saya mau jual di tokopedia doank. sekarang harus di oper kesini kalau mau jualan. susah banget jualan. saya loyal pakai toped karena aplikasi buatan dalam negri. tapi kalau aplikasi biar buatan dalam negri tapi disusahin ya buat apa. mending gw pakai aplikasi buatan cincong si toko oren.,2025-08-21 01:23:59
Nabhan Anuz,1,"bikin post produk Aja gabisa, sampah sih aplikasinya. gajelas tokopedia maksa2 pake aplikasi cacat kyk gini padahal udah Ada tokopedia seller",2025-08-20 23:38:53
Hilman Fachrudin,1,"JOIN TOKOPEDIA & TIKTOK JUAL ONLINE SEMAKIN RUWET. DAN TDK HANYA SAYA, SEMUA SELLER MULAI MENINGGALKAN TOKOPEDIA. SELAMAT JALAN DAN INILAH AKHIR TAMATNYA PLATFORM TOKOPEDIA!",2025-08-20 17:01:42
agnes priyahita,1,"super complicated. apps lambat, sering sulit dibuka. sementata tokopedia seller center dan tokopedia biasa ga ada masalah",2025-08-20 16:12:01
Hape Lee,1,"Kami berjualan di sini. kmren ada costumer minta pengembalian dana karna merasa paket belum sampai. padahal smua data Dari kurir menunjukkan paket sudah diterima. diaplikasi penjual hanya ada tombol trima permintaan pengembalian dana, akhirnya dana pembeli tetap dikembalikan. Dan barang kami entah kemana. bagaimana jika kami jadi pembeli ya Dan melakukan sebaliknya. hmm",2025-08-20 15:56:06
KidZania,1,"software knt¡, migrasi dari seller error, harus daftar ulang, sịaln",2025-08-20 13:36:31
Kanchana Devi,1,cannot login in another phone,2025-08-20 12:53:18
aditya joko purwanto,1,"potongannya ga ngotak,, ribet setingnya harus di pc atau laptop 👎👎👎👎👎👎",2025-08-20 12:38:47
陳Johan,1,"Sudah bagus dengan pelayanan Tokopedia, berpindah ke Tiktok jadi hancur. Perbaiki layanan CS! Seleksi CS yang bisa membaca dan memahami persoalan dengan baik, tidak asal memberi solusi sepihak yang tidak menyelesaikan masalah dan seenaknya mengakhiri chat!",2025-08-20 11:37:54
Tami Tantra,1,"kembalikan Tokopedia Seller, aplikasi baru sangat buruk",2025-08-20 10:48:03
Sutan Dhany,1,"after collaborate with tiktok, this application is become very complicated and many error occured especially during checking order list",2025-08-20 08:01:22
Herman Yoseph,1,"saya lebih suka aplikasi tokopedia seller jaman dulu. sekarang aplikasi gak ramah buat seller, pengaduan sulit, biaya aplikasi makin mahal.",2025-08-20 05:03:17
Lalu Thoriq,1,ribet susah gajelas,2025-08-20 02:44:28
Esa Bianca,1,They're unable to distribute the sales fund to the seller quickly. So terrible.,2025-08-19 23:35:05
Ananda Yulizar,1,"This app is a huge downgrade from seller page on Tokopedia app. Very complicated to find things like Customer Support, the amount of fee is not descriptive, and the data sometimes did not load, etc. Overall, a huge disappointment",2025-08-19 16:24:58
Akhmad Irkham,1,"produk yang diunggah di Tokopedia jadi sering ngebug, opsi pre-order tidak muncul, duplikasi produk dan tidak bisa menghapus produk sendiri. aneh aja kenapa ga dipisah.. memang efisien, namun terlalu banyak kekurangan dan terkesan terburu-buru untuk mematikan penghasilan seller kecil (pemula)",2025-08-19 16:19:18
abraham agung wirawan,1,Pada transaksi terakhir saya sebagai seller disini H+5 dari barang diterima oleh buyer (tdk konfirmasi penerimaan) dana penjual masih belum bisa dicairkan sampai sekarang ini. betul2 menyebalkan sekali platform ini.,2025-08-19 15:05:41
Abidin Hashim,5,the UI is easy to maneuver and the instructions are simple.,2025-08-19 13:11:35
Dimas Putro,1,jelek. tidak bermanfaat,2025-08-19 12:18:24
Cornell Adyas,1,"notifikasi pesanan ga muncul, giliran iklan malah bawel. loading buat liat pesanan jg lama. ngapain jg gabung2 sama tiktod shop, g ada faedahnya.",2025-08-19 10:34:16
Fandy Ardy,1,"fee admin merchant terlalu tinggi. fee lain, spt ongkir, cashback dll terlalu tinggi juga. sistem penilaian semena-mena.",2025-08-19 10:17:18
adenkoa,1,potongannya gila. jual 8.2 dpt 7.7 jt doank. ayo pindah jamaah ke toco ato shopee,2025-08-19 06:50:52
Desy Halim,2,"terlalu susah di hp mesti pakai Hp , untk melihat pengirimannya apa aj susah sebagai selles",2025-08-19 05:59:51
Robi pe-phe,5,good apps for seller,2025-08-19 05:05:38
Milka Milarka,2,"Jd ribet, brg retur tetep kena potongan, males jualan jadinya",2025-08-19 04:59:32
Louisa Lee,1,"aplikasi ga jelas. nyusahin penjual. mau lihat total saldo terima aja di aplikasi ga ada. harus buka di PC ribet banget. udah di update, tampilan ga ada beda. AMPAS banget nih sejak gabung 👎🏻👎🏻👎🏻",2025-08-19 01:50:05
